time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1971-09-05T18:35:30.000Z,46.505,141.199,18.1,7.3,mw,,,,,iscgem,iscgem779972,2019-12-23T21:36:33.483Z,"Sakhalin, Russia",earthquake,,,,,automatic,iscgem,iscgem
1971-09-16T06:22:40.000Z,-5.912,130.603,131,7,mw,,,,,iscgemsup,iscgemsup780358,2020-01-02T21:18:56.891Z,"Banda Sea",earthquake,,,,,automatic,iscgem,iscgem
1971-11-21T05:57:12.000Z,-11.857,166.557,113.1,7.1,mw,,,,,iscgem,iscgem778697,2019-12-23T21:31:42.452Z,"Santa Cruz Islands",earthquake,,,,,automatic,iscgem,iscgem
1971-11-24T19:35:33.000Z,52.803,159.199,125,7.3,mw,,,,,iscgem,iscgem778805,2019-12-23T21:31:58.470Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,,automatic,iscgem,iscgem
1971-12-15T08:29:57.000Z,55.959,163.269,27.5,7.6,mw,,,,,iscgem,iscgem777750,2019-12-23T21:29:37.337Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,,automatic,iscgem,iscgem
1972-01-23T21:17:54.000Z,-13.248,166.407,35,7,mw,,,,,iscgem,iscgem777164,2019-12-23T21:27:16.115Z,"Vanuatu",earthquake,,,,,automatic,iscgem,iscgem
1972-01-25T02:06:24.000Z,22.632,122.269,25,7.3,mw,,,,,iscgem,iscgem777208,2019-12-23T21:27:32.836Z,"Taiwan region",earthquake,,,,,automatic,iscgem,iscgem
1972-01-25T03:41:24.000Z,23.107,121.974,25,7.1,mw,,,,,iscgem,iscgem777209,2019-12-23T21:27:51.348Z,"Taiwan",earthquake,,,,,automatic,iscgem,iscgem
1972-02-14T23:29:53.000Z,-11.481,166.339,101.8,7.4,mw,,,,,iscgem,iscgem776200,2019-12-23T21:23:26.519Z,"Santa Cruz Islands",earthquake,,,,,automatic,iscgem,iscgem
1972-02-29T09:23:01.000Z,33.453,140.929,59.8,7.2,mw,,,,,iscgem,iscgem776553,2019-12-23T21:24:28.245Z,"Izu Islands, Japan region",earthquake,,,,,automatic,iscgem,iscgem
1972-03-30T05:34:53.000Z,-25.758,179.665,495.8,7.2,mw,,,,,iscgem,iscgem775781,2015-05-13T18:53:06.000Z,"south of the Fiji Islands",earthquake,,,,,automatic,iscgem,iscgem
1972-04-24T09:57:21.000Z,23.564,121.539,22.2,7,mw,,,,,iscgem,iscgem774714,2019-12-23T21:18:49.712Z,"Taiwan",earthquake,,,,,automatic,iscgem,iscgem
1972-04-25T19:30:07.000Z,13.402,120.275,25,7.5,mw,,,,,iscgem,iscgem774772,2019-12-23T21:19:22.489Z,"Mindoro, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1972-04-28T23:32:11.000Z,-5.154,154.191,409.9,7.2,mw,,,,,iscgem,iscgem774887,2019-12-23T21:19:59.468Z,"Bougainville region, Papua New Guinea",earthquake,,,,,automatic,iscgem,iscgem
1972-05-22T20:45:57.000Z,-17.76,-175.066,222.1,7.1,mw,,,,,iscgem,iscgem773729,2015-05-13T18:53:06.000Z,"Tonga",earthquake,,,,,automatic,iscgem,iscgem
1972-06-11T16:41:04.000Z,3.752,124.221,330.8,7.7,mw,,,,,iscgem,iscgem772416,2019-12-23T21:11:31.538Z,"Celebes Sea",earthquake,,,,,automatic,iscgem,iscgem
1972-07-30T21:45:17.000Z,56.724,-135.853,25,7.6,mw,,,,,iscgem,iscgem772060,2019-12-23T21:10:35.034Z,"Southeastern Alaska",earthquake,,,,,automatic,iscgem,iscgem
1972-08-17T23:44:09.000Z,-6.05,152.932,20,7.5,mw,,,,,iscgem,iscgem770672,2019-12-23T21:06:04.377Z,"New Britain region, Papua New Guinea",earthquake,,,,,automatic,iscgem,iscgem
1972-11-02T19:55:22.000Z,-20.122,168.949,20,7,mw,,,,,iscgem,iscgem766936,2019-12-23T20:52:41.050Z,"Loyalty Islands, New Caledonia",earthquake,,,,,automatic,iscgem,iscgem
1972-12-02T00:19:52.000Z,6.405,126.64,60,8,mw,,,,,iscgem,iscgem765501,2019-12-23T20:48:12.165Z,"Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1972-12-04T10:16:12.000Z,33.362,140.827,55,7.4,mw,,,,,iscgem,iscgem765618,2019-12-23T20:48:40.801Z,"Izu Islands, Japan region",earthquake,,,,,automatic,iscgem,iscgem
1973-01-30T21:01:12.500Z,18.481,-102.996,43,7.5,ms,,,,,us,usp00000bf,2020-02-06T18:21:59.069Z,"Michoacan, Mexico",earthquake,,,,,reviewed,us,us
1973-02-06T10:37:10.100Z,31.398,100.581,33,7.4,ms,,,,,us,usp00000dz,2020-02-06T18:22:16.916Z,"western Sichuan, China",earthquake,,,,,reviewed,us,us
1973-02-28T06:37:49.500Z,50.486,156.584,27,7.2,ms,,,,,us,usp00000rx,2020-01-03T02:34:34.146Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-03-17T08:30:51.800Z,13.372,122.787,33,7,ms,,,,,us,usp00000z7,2020-01-03T02:36:04.239Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1973-06-17T03:55:02.900Z,43.233,145.785,48,7.7,ms,,,,,us,usp0000270,2020-02-06T18:22:55.553Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,us
1973-06-24T02:43:25.500Z,43.318,146.442,50,7.1,ms,,,,,us,usp00002bv,2020-01-03T02:45:33.393Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-10-06T15:07:37.300Z,-60.823,-21.549,33,7,ms,,,,,us,usp00003qs,2015-05-13T18:53:08.000Z,"east of the South Sandwich Islands",earthquake,,,,,reviewed,us,us
1973-12-28T13:41:45.800Z,-14.464,166.601,26,7.5,ms,,,,,us,usp00004p9,2020-01-03T03:08:50.776Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-12-29T00:19:31.100Z,-15.117,166.896,47,7.2,ms,,,,,us,usp00004py,2020-01-03T03:10:12.183Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1974-01-10T08:51:13.300Z,-14.434,166.863,34,7.2,ms,,,,,us,usp00004vu,2020-01-03T03:11:55.088Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1974-01-31T23:30:05.300Z,-7.461,155.894,34,7,ms,,,,,us,usp000053h,2020-01-03T03:13:48.520Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
1974-02-01T03:12:33.100Z,-7.383,155.575,40,7.1,ms,,,,,us,usp000053r,2020-01-03T03:14:05.332Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
1974-07-02T23:26:26.600Z,-29.082,-175.954,33,7.2,ms,,,,,us,usp00006zm,2015-05-13T18:53:09.000Z,"Kermadec Islands region",earthquake,,,,,reviewed,us,us
1974-07-13T01:18:22.800Z,7.747,-77.688,12,7.3,ms,,,,,us,usp000072y,2020-02-06T18:25:06.364Z,"Panama-Colombia border region",earthquake,,,,,reviewed,us,us
1974-08-11T01:13:55.500Z,39.457,73.83,9,7.3,ms,,,,,us,usp00007j0,2020-01-03T03:29:32.239Z,"Kyrgyzstan-Tajikistan-Xinjiang border region",earthquake,,,,,reviewed,us,us
1974-08-18T10:44:12.800Z,-38.453,-73.431,36,7.1,ms,,,,,us,usp00007nz,2020-01-03T03:31:22.228Z,"Araucania, Chile",earthquake,,,,,reviewed,us,us
1974-10-03T14:21:29.100Z,-12.265,-77.795,13,7.6,ms,,,,,us,usp0000888,2020-02-06T18:25:28.491Z,"near the coast of central Peru",earthquake,,,,,reviewed,us,us
1974-10-08T09:50:58.100Z,17.3,-62,47,7.5,ms,,,,,us,usp00008aq,2018-02-14T22:49:56.951Z,"Antigua and Barbuda region, Leeward Islands",earthquake,,,,,reviewed,us,us
1974-10-23T06:14:54.000Z,-8.42,154.034,48,7.2,ms,,,,,us,usp00008hm,2020-01-03T03:37:13.446Z,"D'Entrecasteaux Islands region",earthquake,,,,,reviewed,us,us
1974-11-09T12:59:49.800Z,-12.5,-77.786,6,7.2,ms,,,,,us,usp00008qy,2020-02-06T18:25:53.108Z,"near the coast of central Peru",earthquake,,,,,reviewed,us,us
1975-02-02T08:43:39.100Z,53.113,173.497,10,7.6,ms,,,,,us,usp00009ry,2018-06-04T20:43:45.000Z,"Near Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,us
1975-02-04T11:36:07.500Z,40.641,122.58,33,7,mw,,,,,us,usp00009ss,2020-02-06T18:27:02.120Z,"Liaoning, China",earthquake,,,,,reviewed,us,01020
1975-05-10T14:27:38.700Z,-38.183,-73.232,6,7.7,ms,,,,,us,usp0000az9,2020-01-03T03:56:25.115Z,"Bio-Bio, Chile",earthquake,,,,,reviewed,us,us
1975-05-26T09:11:51.500Z,35.997,-17.649,33,7.9,ms,,,,,us,usp0000b6e,2015-05-13T18:53:10.000Z,"Azores-Cape St. Vincent Ridge",earthquake,,,,,reviewed,us,us
1975-06-10T13:47:14.500Z,43.024,147.734,15,7,ms,,,,,us,usp0000bdp,2015-05-13T18:53:10.000Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1975-07-20T14:37:39.900Z,-6.59,155.054,49,7.9,ms,,,,,us,usp0000c24,2020-01-03T04:03:36.018Z,"Bougainville region, Papua New Guinea",earthquake,,,,,reviewed,us,us
1975-07-20T19:54:27.700Z,-7.104,155.152,44,7.7,ms,,,,,us,usp0000c2s,2020-01-03T04:03:59.041Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
1975-10-01T03:29:58.900Z,-4.882,102.198,33,7,ms,,,,,us,usp0000d0m,2020-01-03T04:13:02.526Z,"southern Sumatra, Indonesia",earthquake,,,,,reviewed,us,us
1975-10-06T22:24:16.200Z,-12.519,166.499,54,7,ms,,,,,us,usp0000d2p,2020-01-03T04:15:14.737Z,"Santa Cruz Islands",earthquake,,,,,reviewed,us,us
1975-10-11T14:35:15.000Z,-24.894,-175.119,9,7.8,ms,,,,,us,usp0000d42,2015-05-13T18:53:11.000Z,"south of Tonga",earthquake,,,,,reviewed,us,us
1975-10-31T08:28:02.600Z,12.54,125.993,50,7.2,ms,,,,,us,usp0000dc1,2020-01-03T04:18:52.207Z,"Samar, Philippines",earthquake,,,,,reviewed,us,us
1975-11-29T14:47:40.100Z,19.333,-155.0015,8.95,7.7,mw,,,,,official,official19751129144740_9,2020-02-06T18:06:27.468Z,"Kalapana Earthquake",earthquake,10,5,,,reviewed,official,official
1975-12-26T15:56:38.700Z,-16.264,-172.467,33,7.8,ms,,,,,us,usp0000e2t,2015-05-13T18:53:11.000Z,"Samoa Islands region",earthquake,,,,,reviewed,us,us
1976-01-14T16:47:33.500Z,-28.427,-177.657,33,8,ms,,,,,us,usp0000ee7,2016-11-10T02:39:03.544Z,"Kermadec Islands region",earthquake,,,,,reviewed,us,us
1976-01-21T10:05:24.100Z,44.915,149.123,41,7,ms,,,,,us,usp0000ekj,2016-11-10T02:39:04.351Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1976-02-04T09:01:43.400Z,15.324,-89.101,5,7.5,mw,,,,,us,usp0000ex3,2020-02-06T18:28:37.095Z,"Guatemala",earthquake,,,,,reviewed,us,01000
1976-04-08T02:40:27.000Z,40.311,63.773,33,7,ms,,,,,us,usp0000ft0,2020-01-03T04:33:53.756Z,"western Uzbekistan",earthquake,,,,,reviewed,us,us
1976-05-17T02:58:40.600Z,40.381,63.472,10,7,ms,,,,,us,usp0000gcj,2020-02-06T18:30:38.578Z,"western Uzbekistan",earthquake,,,,,reviewed,us,us
1976-05-29T14:00:18.500Z,24.531,98.71,10,7,ms,,,,,us,usp0000gm8,2020-01-03T04:39:46.889Z,"Myanmar-China border region",earthquake,,,,,reviewed,us,us
1976-06-20T20:53:13.400Z,3.397,96.318,33,7,ms,,,,,us,usp0000gzb,2020-01-03T04:43:41.082Z,"northern Sumatra, Indonesia",earthquake,,,,,reviewed,us,us
1976-06-25T19:18:56.900Z,-4.603,140.091,33,7.1,ms,,,,,us,usp0000h1p,2020-02-06T18:31:14.487Z,"Papua, Indonesia",earthquake,,,,,reviewed,us,us
1976-07-11T20:41:47.500Z,7.409,-78.127,3,7,ms,,,,,us,usp0000h9g,2020-01-03T04:46:57.772Z,"Panama",earthquake,,,,,reviewed,us,us
1976-07-27T19:42:54.600Z,39.57,117.978,23,7.5,mw,,,,,us,usp0000hjg,2020-02-06T18:31:44.557Z,"Tianjin-Hebei border region, China",earthquake,,,,,reviewed,us,01000
1976-07-28T10:45:35.200Z,39.664,118.401,26,7.4,ms,,,,,us,usp0000hk6,2020-01-03T04:50:58.331Z,"Hebei, China",earthquake,,,,,reviewed,us,us
1976-08-16T16:11:07.300Z,6.262,124.023,33,7.9,ms,,,,,us,usp0000hvb,2020-02-06T18:32:16.762Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1976-10-29T02:51:07.600Z,-4.517,139.918,33,7.1,ms,,,,,us,usp0000k3d,2020-01-03T05:04:39.032Z,"Papua, Indonesia",earthquake,,,,,reviewed,us,us
1976-11-24T12:22:18.800Z,39.121,44.029,36,7.3,ms,,,,,us,usp0000kf0,2020-02-06T18:34:14.282Z,"Turkey-Iran border region",earthquake,,,,,reviewed,us,us
1977-03-04T19:21:54.100Z,45.772,26.761,94,7.5,mwc,,,,,us,usp0000mtc,2020-02-06T18:34:45.033Z,"Romania",earthquake,,,,,reviewed,us,gcmt
1977-03-18T21:43:52.400Z,16.773,122.327,37,7,ms,,,,,us,usp0000myv,2020-01-03T05:18:49.960Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1977-04-02T07:15:22.700Z,-16.696,-172.095,33,7.6,ms,,,,,us,usp0000n82,2016-11-10T00:30:26.724Z,"Samoa Islands region",earthquake,,,,,reviewed,us,us
1977-04-20T23:42:50.500Z,-9.89,160.348,19,7.5,ms,,,,,us,usp0000ngg,2020-01-03T05:23:32.009Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
1977-04-20T23:49:13.100Z,-9.844,160.822,33,7.5,ms,,,,,us,usp0000ngh,2020-01-03T05:23:50.788Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
1977-04-21T04:24:09.600Z,-9.965,160.731,33,7.5,ms,,,,,us,usp0000nh4,2020-01-03T05:25:21.043Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
1977-07-29T11:15:45.300Z,-8.031,155.538,33,7.2,ms,,,,,us,usp0000px4,2020-01-03T05:31:37.242Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
1977-08-19T06:08:55.000Z,-11.164,118.378,25,8.3,mw,,,,,iscgem,iscgem694739,2019-12-23T20:47:47.115Z,"south of Sumbawa, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1977-08-26T19:50:01.400Z,-59.426,-20.508,33,7.1,ms,,,,,us,usp0000qbd,2016-11-10T00:43:59.858Z,"east of the South Sandwich Islands",earthquake,,,,,reviewed,us,us
1977-10-10T11:53:53.600Z,-25.856,-175.406,33,7.2,ms,,,,,us,usp0000qzg,2016-11-10T00:48:31.003Z,"south of Tonga",earthquake,,,,,reviewed,us,us
1977-11-23T09:26:24.700Z,-31.028,-67.767,13,7.4,ms,,,,,us,usp0000rp1,2020-02-06T18:36:28.627Z,"San Juan, Argentina",earthquake,,,,,reviewed,us,us
1978-02-09T21:35:12.700Z,-30.683,-177.358,33,7.2,ms,,,,,us,usp0000swb,2016-11-10T02:39:53.946Z,"Kermadec Islands, New Zealand",earthquake,,,,,reviewed,us,us
1978-03-23T03:15:20.300Z,44.932,148.439,33,7.5,ms,,,,,us,usp0000tjh,2020-01-03T05:56:06.472Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1978-03-24T19:47:50.700Z,44.244,148.862,33,7.6,ms,,,,,us,usp0000tmy,2020-01-03T05:56:28.178Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1978-03-24T21:05:48.200Z,42.839,78.606,33,7.1,ms,,,,,us,usp0000tn6,2020-01-03T05:56:51.289Z,"Kyrgyzstan",earthquake,,,,,reviewed,us,us
1978-06-12T08:14:26.400Z,38.19,142.028,44,7.7,ms,,,,,us,usp0000v0f,2020-02-06T18:38:03.258Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
1978-06-17T15:11:33.500Z,-17.098,-172.264,33,7,ms,,,,,us,usp0000v3r,2016-11-10T02:38:45.398Z,"Tonga region",earthquake,,,,,reviewed,us,us
1978-07-23T14:42:36.900Z,22.282,121.512,17,7.4,ms,,,,,us,usp0000vpz,2020-01-03T06:08:41.611Z,"Taiwan region",earthquake,,,,,reviewed,us,us
1978-08-23T00:38:32.200Z,10.204,-85.222,56,7,ms,,,,,us,usp0000w5v,2020-01-03T06:12:23.275Z,"Costa Rica",earthquake,,,,,reviewed,us,us
1978-09-16T15:35:56.600Z,33.386,57.434,33,7.4,ms,,,,,us,usp0000wjx,2020-02-06T18:39:09.989Z,"eastern Iran",earthquake,,,,,reviewed,us,us
1978-11-05T22:02:07.100Z,-11.132,162.136,33,7.1,ms,,,,,us,usp0000x9z,2020-01-03T06:20:40.855Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
1978-11-29T19:52:47.600Z,16.01,-96.591,18,7.7,ms,,,,,us,usp0000xp7,2020-02-06T18:39:29.411Z,"Oaxaca, Mexico",earthquake,,,,,reviewed,us,us
1978-12-23T11:23:12.000Z,23.247,122.075,33,7,ms,,,,,us,usp0000y1y,2020-01-03T06:25:15.234Z,"Taiwan region",earthquake,,,,,reviewed,us,us
1979-02-28T21:27:06.100Z,60.642,-141.593,15,7.1,ms,,,,,us,usp0000z2a,2020-02-06T18:40:33.616Z,"Southern Alaska",earthquake,,,,,reviewed,ag,us
1979-03-14T11:07:16.300Z,17.813,-101.276,49,7.6,ms,,,,,us,usp0000zbw,2020-02-06T18:40:56.518Z,"Guerrero, Mexico",earthquake,,,,,reviewed,us,us
1979-08-26T14:31:22.100Z,19.066,122.096,15,7.1,ms,,,,,us,usp00012mz,2020-01-03T06:49:29.384Z,"Babuyan Islands region, Philippines",earthquake,,,,,reviewed,us,us
1979-09-12T05:17:51.400Z,-1.679,136.04,5,7.9,ms,,,,,us,usp00012wp,2020-01-03T06:50:41.763Z,"Biak region, Indonesia",earthquake,,,,,reviewed,us,us
1979-10-12T10:25:22.300Z,-46.675,165.707,33,7.4,ms,,,,,us,usp00013ck,2016-11-08T23:31:12.538Z,"off the west coast of the South Island of New Zealand",earthquake,,,,,reviewed,us,us
1979-10-23T09:51:06.700Z,-10.615,161.284,22,7.1,ms,,,,,us,usp00013nn,2020-01-03T06:54:49.869Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
1979-11-27T17:10:32.900Z,33.962,59.726,10,7.1,ms,,,,,us,usp000147t,2020-02-06T18:44:00.184Z,"eastern Iran",earthquake,,,,,reviewed,us,us
1979-12-12T07:59:03.300Z,1.598,-79.358,24,7.7,ms,,,,,us,usp00014ey,2020-02-06T18:44:33.939Z,"near the coast of Ecuador",earthquake,,,,,reviewed,us,us
1980-02-23T05:51:03.200Z,43.53,146.753,44,7,ms,,,,,us,usp00015mw,2020-01-03T07:09:17.509Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1980-07-08T23:19:19.800Z,-12.41,166.381,33,7.5,ms,,,,,us,usp00018r3,2020-01-03T07:21:32.802Z,"Santa Cruz Islands",earthquake,,,,,reviewed,us,us
1980-07-17T19:42:23.200Z,-12.525,165.916,33,7.9,ms,,,,,us,usp00018y0,2020-01-03T07:22:15.761Z,"Santa Cruz Islands",earthquake,,,,,reviewed,us,us
1980-10-10T12:25:23.500Z,36.195,1.354,10,7.3,ms,,,,,us,usp0001a5w,2020-02-06T18:47:47.075Z,"northern Algeria",earthquake,,,,,reviewed,us,us
1980-10-25T11:00:05.100Z,-21.89,169.853,33,7.2,ms,,,,,us,usp0001aez,2016-11-10T02:38:56.257Z,"southeast of the Loyalty Islands",earthquake,,,,,reviewed,us,us
1980-11-08T10:27:34.000Z,41.117,-124.253,19,7.2,mw,,,,,us,usp0001aq1,2020-02-06T18:48:40.445Z,"offshore Northern California",earthquake,,,,,reviewed,us,01023
1981-01-30T08:52:44.100Z,51.744,176.274,33,7,ms,,,,,us,usp0001byq,2018-06-04T20:43:45.000Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,us
1981-05-25T05:25:14.460Z,-48.786,164.357,33,7.6,ms,,,,1.2,us,usp0001dv1,2016-11-10T02:39:57.420Z,"off the west coast of the South Island of New Zealand",earthquake,,,,10,reviewed,us,us
1981-07-06T03:08:24.180Z,-22.293,171.742,33,7,ms,,,,0.9,us,usp0001ej2,2016-11-10T00:39:39.291Z,"southeast of the Loyalty Islands",earthquake,,,,14,reviewed,us,us
1981-07-15T07:59:08.470Z,-17.26,167.601,30,7,ms,,,,1,us,usp0001eq4,2020-01-03T07:49:47.030Z,"Vanuatu",earthquake,,,,18,reviewed,us,us
1981-07-28T17:22:24.620Z,30.013,57.794,33,7.1,ms,,,,1.2,us,usp0001ezf,2020-02-06T18:52:51.897Z,"eastern Iran",earthquake,,,,13,reviewed,us,us
1981-09-01T09:29:31.540Z,-14.96,-173.085,25,7.7,ms,,,,1.2,us,usp0001fkx,2017-04-26T17:34:58.216Z,"Samoa Islands region",earthquake,,,,13,reviewed,us,us
1981-10-16T03:25:42.220Z,-33.134,-73.074,33,7.2,ms,,,,0.8,us,usp0001gg1,2020-01-03T07:57:32.817Z,"off the coast of Valparaiso, Chile",earthquake,,,,16,reviewed,us,us
1981-10-25T03:22:15.570Z,18.048,-102.084,33,7.3,ms,,,,1.2,us,usp0001gnv,2020-02-06T18:53:24.571Z,"Guerrero, Mexico",earthquake,,,,16,reviewed,us,us
1981-12-19T14:10:50.720Z,39.243,25.227,10,7.2,ms,,,,1.2,us,usp0001hgc,2020-02-06T18:53:40.379Z,"Aegean Sea",earthquake,,,,12,reviewed,us,us
1981-12-26T17:05:32.520Z,-29.934,-177.741,33,7.1,ms,,,,1.2,us,usp0001hp7,2016-11-10T00:56:05.597Z,"Kermadec Islands, New Zealand",earthquake,,,,22,reviewed,us,us
1982-01-11T06:10:06.490Z,13.752,124.358,45.7,7.1,ms,,,,1.1,us,usp0001hze,2020-01-03T08:04:10.699Z,"Catanduanes, Philippines",earthquake,,3.7,,19,reviewed,us,us
1982-06-07T10:59:40.160Z,16.558,-98.358,33.8,7,ms,,,,1.1,us,usp0001mrg,2020-01-03T08:17:13.904Z,"Guerrero, Mexico",earthquake,,2.8,,20,reviewed,us,us
1982-06-19T06:21:58.000Z,13.332,-89.387,73,7.3,mw,,,,,iscgem,iscgem597450,2020-02-06T17:47:33.376Z,"offshore El Salvador",earthquake,,,,,automatic,iscgem,iscgem
1982-07-04T01:20:06.800Z,27.929,136.967,536,7.1,mw,,,,1,us,usp0001n8w,2016-11-10T00:39:30.947Z,"west of the Bonin Islands, Japan",earthquake,,,,,reviewed,us,nc
1982-07-07T10:43:03.740Z,-51.225,160.513,10,7,ms,,,,1.3,us,usp0001nap,2016-11-10T02:39:58.906Z,"north of Macquarie Island",earthquake,,,,13,reviewed,us,us
1982-07-23T14:23:53.570Z,36.194,141.702,36.6,7.1,mw,,,,1,us,usp0001nkk,2020-01-03T08:19:39.170Z,"near the east coast of Honshu, Japan",earthquake,,3.4,,,reviewed,us,nc
1982-08-05T20:32:52.950Z,-12.597,165.931,30.7,7,mw,,,,1.4,us,usp0001nvd,2016-11-10T00:42:05.073Z,"Santa Cruz Islands",earthquake,,9.4,,,reviewed,us,nc
1982-12-19T17:43:54.850Z,-24.133,-175.864,33,7.2,mw,,,,1.5,us,usp0001rj6,2016-11-10T00:55:27.159Z,"south of Tonga",earthquake,,,,,reviewed,us,nc
1983-01-17T12:41:29.700Z,38.026,20.228,14.3,7,mw,,,,1.3,us,usp0001sa1,2020-02-06T18:54:40.787Z,"Greece",earthquake,,1.9,,,reviewed,us,nc
1983-01-26T16:02:21.350Z,-30.383,-179.339,238,7,mw,,,,1.2,us,usp0001smj,2016-11-10T00:24:41.925Z,"Kermadec Islands region",earthquake,,,,,reviewed,us,nc
1983-03-18T09:05:50.000Z,-4.883,153.581,88.8,7.6,ms,,,,1.3,us,usp0001tr1,2020-01-03T08:42:21.494Z,"New Ireland region, Papua New Guinea",earthquake,,3,,9,reviewed,us,us
1983-04-03T02:50:01.180Z,8.717,-83.123,37,7.1,mw,,,,1,us,usp0001u4p,2020-01-03T08:43:40.454Z,"Costa Rica",earthquake,,,,,reviewed,us,nc
1983-04-12T12:07:54.520Z,-4.843,-78.103,104.2,7,mw,,,,1.2,us,usp0001uct,2020-01-03T08:46:00.370Z,"Peru-Ecuador border region",earthquake,,3.2,,,reviewed,us,nc
1983-04-18T10:58:51.260Z,27.793,62.054,64,7,mw,,,,1.2,us,usp0001uj8,2020-01-03T08:47:04.200Z,"Iran-Pakistan border region",earthquake,,3.2,,,reviewed,us,nc
1983-05-26T02:59:59.600Z,40.462,139.102,23.7,7.4,mw,,,,1.1,us,usp0001vmy,2020-02-06T18:55:41.740Z,"near the west coast of Honshu, Japan",earthquake,,1.7,,,reviewed,us,nc
1983-08-17T10:55:54.130Z,55.867,161.287,62.6,7.1,mw,,,,1.2,us,usp0001xqy,2020-01-03T09:01:51.289Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,5.4,,,reviewed,us,nc
1983-10-04T18:52:13.300Z,-26.535,-70.563,14.8,7.4,mw,,,,1.2,us,usp0001ytj,2020-01-03T09:07:34.815Z,"Atacama, Chile",earthquake,,3.5,,,reviewed,us,nc
1983-10-22T04:21:35.010Z,-60.665,-25.451,24,7.2,mw,,,,1.3,us,usp0001z5e,2016-11-10T00:49:41.760Z,"South Sandwich Islands region",earthquake,,,,,reviewed,us,nc
1983-11-24T05:30:34.230Z,-7.481,128.168,178.5,7.3,mw,,,,1.2,us,usp000200r,2020-01-03T09:15:06.158Z,"Kepulauan Barat Daya, Indonesia",earthquake,,2.2,,,reviewed,us,nc
1983-11-30T17:46:00.670Z,-6.852,72.11,10,7.3,mw,,,,1.2,us,usp000205u,2016-11-10T00:53:41.733Z,"Chagos Archipelago region",earthquake,,,,,reviewed,us,nc
1983-12-02T03:09:05.660Z,14.066,-91.924,67.1,7,mw,,,,1.1,us,usp000207b,2020-01-03T09:16:18.050Z,"offshore Guatemala",earthquake,,2,,,reviewed,us,nc
1983-12-30T23:52:39.930Z,36.372,70.738,214.5,7.4,mw,,,,1,us,usp00020xw,2020-01-03T09:19:58.151Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,nc
1984-01-01T09:03:38.850Z,33.683,136.894,368.1,7.2,mw,,,,1.2,us,usp00020z7,2020-01-03T09:20:50.356Z,"near the south coast of western Honshu, Japan",earthquake,,0.9,,,reviewed,us,nc
1984-01-08T15:24:13.560Z,-2.823,118.806,33,7,mw,,,,1.3,us,usp000213u,2020-01-03T09:21:41.239Z,"Sulawesi, Indonesia",earthquake,,,,,reviewed,us,nc
1984-02-07T21:33:21.490Z,-10.012,160.469,18.1,7.6,mw,,,,1.4,us,usp00021u7,2020-01-03T09:24:58.245Z,"Solomon Islands",earthquake,,,,,reviewed,us,hrv
1984-03-05T03:33:50.990Z,8.147,123.762,649.1,7.3,mw,,,,0.9,us,usp00022es,2020-01-03T09:28:24.411Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,nc
1984-03-06T02:17:21.260Z,29.384,138.935,457.4,7.4,mw,,,,1,us,usp00022fa,2017-04-13T21:56:20.952Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,hrv
